event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mech_quality,pol_agreement_weighted
1,DCMP.00.HHZ,-0.00478,81908075,39.37083,-123.25637,6.896,12.951,69.3278,327.4161,4.1586,-0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.00478
1,HOPS.00.HHZ,-0.00635,81908075,39.37083,-123.25637,6.896,44.843,92.1927,159.3406,1.3893,0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.00635
1,INGL.00.HHZ,0.00253,81908075,39.37083,-123.25637,6.896,41.874,91.2226,294.8312,1.5044,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.00253
1,GTC.--.EHZ,0.02166,81908314,39.36758,-123.25622,6.706,25.956,84.3853,277.8446,3.1946,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.02166
1,KCPB.--.HHZ,-1e-05,81908314,39.36758,-123.25622,6.706,45.195,92.5697,321.6471,1.9172,-0.0,con_p,1.0,1.0,39.68631,-123.58242,-1.261,1,B,1e-05
1,GMR.01.EHZ,-0.00294,81908314,39.36758,-123.25622,6.706,31.789,87.7887,214.9188,2.7036,-0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.00294
1,GWR.01.EHZ,-0.00521,81908314,39.36758,-123.25622,6.706,18.404,78.2073,192.1016,4.2622,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.00521
1,BARR.00.HHZ,0.01383,81908314,39.36758,-123.25622,6.706,8.619,58.3847,144.1318,6.4785,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.01383
1,DCMP.00.HHZ,-0.01228,81908314,39.36758,-123.25622,6.706,13.264,70.7356,328.2099,5.4665,-0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.01228
1,HOPS.00.HHZ,-0.02232,81908314,39.36758,-123.25622,6.706,44.501,92.324,159.1919,1.9589,-0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.02232
1,INGL.00.HHZ,0.00314,81908314,39.36758,-123.25622,6.706,42.04,91.5594,295.2708,2.062,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.00314
